 Id,            Administration organisatrice,            Grade,            Nombre postes,            Dèlai dépot,            Date concours,            Date publication,            Candidats convoqués pour l'examen écrit,            Candidats convoqués pour l'entretien oral,            Résultats,            Désistements,            Pour plus d'informations,            Fichiers attachés
concour_e0c0id8257,"Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique",Ingénieur d'Etat 1er grade ~ Echelle 11 - spécialité Génie Industriel - Génie des procédés Industriels,13,2017-05-13,2017-05-21,2017-04-27,http://emploi-public-files.ma/fichiers/upload/ListedescandidatsconvoquscritIngnieurs.pdf|,http://emploi-public-files.ma/fichiers/upload/Rsultatconcourscriting2017.pdf|,http://emploi-public-files.ma/fichiers/upload/RsultatlisteadmisIng.pdf|http://emploi-public-files.ma/fichiers/upload/RsultatlisteattenteIng.pdf|,-,Téléphone : 0522205955/57Email : contact@concours-recrutement.ma,http://emploi-public-files.ma/fichiers/upload/avis1108.pdf|http://emploi-public-files.ma/fichiers/upload/arrt110.pdf
concour_e0c0id8229,Administration de la défense nationale - Gendarmerie Royale,Elève Gendarme spécialiste (par contrat) - spécialité Divers spécialités,0,2017-05-10,1000-10-10,2017-04-24,-,-,-,-,Email : ConcoursGrieRle@gmail.com,http://emploi-public-files.ma/fichiers/upload/AvisConoursGrieRleArabe2.pdf|http://emploi-public-files.ma/fichiers/upload/AvisConoursGrieRle1.pdf|http://emploi-public-files.ma/fichiers/upload/AvisConoursGrieRleArabe.pdf
concour_e0c0id8207,Ministère de la santé,Infirmier diplômé d'Etat de 2ème grade ~ Echelle 9,105,2017-05-24,2017-05-28,2017-04-21,-,-,http://emploi-public-files.ma/fichiers/upload/Result_IDE_2emeG1.PDF|,-,Email : Recrutement@sante.gov.ma,http://emploi-public-files.ma/fichiers/upload/Avis_rectif_Recrut_IDE2emeG.PDF
concour_e0c0id8206,Ministère de la santé,Médecins premier grade ~ Echelle 11,23,2017-05-08,2017-05-14,2017-04-21,-,-,http://emploi-public-files.ma/fichiers/upload/MED_1er_RD.PDF|,-,Email : Recrutement@sante.gov.ma,http://emploi-public-files.ma/fichiers/upload/Med_1G.PDF
concour_e0c0id8197,"Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social",Technicien de 3ème grade ~ Echelle 9,1,2017-05-19,2017-06-04,2017-04-20,http://emploi-public-files.ma/fichiers/upload/liste_technicien_2017.pdf|,-,http://emploi-public-files.ma/fichiers/upload/techni_res_fin_2017.pdf|,-,Nom : Abdallah MehimdateTéléphone : 053760684060Email : abdallahmehimdate@gmail.com,http://emploi-public-files.ma/fichiers/upload/dec_tec_2017.pdf|http://emploi-public-files.ma/fichiers/upload/avis_tech.pdf
concour_e0c0id8196,"Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social",Administrateur 2ème grade ~ Echelle 11,4,2017-05-19,2017-06-04,2017-04-20,http://emploi-public-files.ma/fichiers/upload/admin_deux_grade_2017.pdf|,-,http://emploi-public-files.ma/fichiers/upload/admin1_res_fin_2017.pdf|,-,Nom : Abdallah MehimdateTéléphone : 053760684060Email : abdallahmehimdate@gmail.com,http://emploi-public-files.ma/fichiers/upload/avis_adm.pdf|http://emploi-public-files.ma/fichiers/upload/dec_adm.pdf
concour_e0c0id8151,Haut commissariat au plan,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,2,2017-05-05,2017-05-25,2017-04-11,-,-,http://emploi-public-files.ma/fichiers/upload/resultatpainsea2017RO.pdf|,-,Nom : المعهد الوطني للإحصاء و الإقتصاد التطبيقيTéléphone : 0537774859Email : hzahim@insea.ac.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5219.pdf|http://emploi-public-files.ma/fichiers/upload/INSEA2.pdf
concour_e0c0id8140,"Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale - Département du Tourisme",Administrateur 3ème grade ~ Echelle 10,2,2017-04-25,2017-05-07,2017-04-07,http://emploi-public-files.ma/fichiers/upload/Administrateurs3megrade3.pdf|,http://emploi-public-files.ma/fichiers/upload/Administrateurs3emegrade2.pdf|,http://emploi-public-files.ma/fichiers/upload/Administrateurs_3eme_grade.pdf|,-,Email : braqai@tourisme.gov.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5203.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5202.pdf
concour_e0c0id8139,"Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale - Département du Tourisme",Administrateur 2ème grade ~ Echelle 11,12,2017-04-25,2017-05-07,2017-04-07,http://emploi-public-files.ma/fichiers/upload/Administrateurs2megrade6.pdf|,http://emploi-public-files.ma/fichiers/upload/Administrateurs2emegrade1.pdf|,http://emploi-public-files.ma/fichiers/upload/Administrateurs_2eme_grade.pdf|,-,Email : braqai@tourisme.gov.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5200.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5201.pdf
concour_e0c0id8115,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Génie Mécanique,20,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/crmefcasasettat3.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5928.pdf|,http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedesadmisGenieMecanique2017.pdf|http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedattenteGeniemecanique2017.pdf|,-,Nom : fadel douhidTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5167.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5168.pdf
concour_e0c0id8114,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Génie Electrique,20,2017-06-20,2017-07-04,2017-04-04,-,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5927.pdf|,http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedesadmisGenieelectrique201720171.pdf|http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedattenteGenieelectrique20171.pdf|,-,Nom : fadel douhidTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5165.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5166.pdf
concour_e0c0id8113,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Génie Elecrtique,20,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/crmefcasasettat2.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5926.pdf|,http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedesadmisGenieelectrique20172017.pdf|http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedattenteGenieelectrique2017.pdf|,-,Nom : fadel douhidTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5165.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5166.pdf
concour_e0c0id8112,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Sciences de l'Economie option Economie,20,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/crmefcasasettat1.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5925.pdf|,http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAConcoursdacceslistedesAdmiseconomie2017.pdf|http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedattenteeconomiee20172017.pdf|,-,Nom : fadel douhidTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5163.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5164.pdf
concour_e0c0id8111,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Sciences de l'Economie option Gestion,20,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/crmefcasasettat.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5924.pdf|,http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAConcoursdaccesListedesAdmisGestion2017.pdf|http://emploi-public-files.ma/fichiers/upload/CrmefcasaCPAconcoursdaccesListedattenteGestio2017.pdf|,-,Nom : fadel douhidTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5161.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5162.pdf
concour_e0c0id8110,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité sciences physiques option physique,40,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/201744.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5923.pdf|,http://emploi-public-files.ma/fichiers/upload/listeAdmisCPAPHYSIQUEcrmefCasamarrakechjuillet2017.pdf|http://emploi-public-files.ma/fichiers/upload/listeAttenteCPAphysiquecrmefcasamarrakechjuillet2017.pdf|,-,Nom : fadel douhidTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5159.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5160.pdf
concour_e0c0id8109,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Informatique,20,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/201743.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5920.pdf|,http://emploi-public-files.ma/fichiers/upload/CPAconcoursdaccesListedesadmisinformatiquemarrakech2017201741.pdf|http://emploi-public-files.ma/fichiers/upload/CPAconcoursdaccesListedttenteinformatiquemarrakech2017201771.pdf|,-,Nom : fadel douhidTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5158.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5157.pdf
concour_e0c0id8108,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Langue française,40,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/201741.pdf|,-,http://emploi-public-files.ma/fichiers/upload/listedesadmisCPAFranaisCRMEFMARRAKECHFES2017.pdf|http://emploi-public-files.ma/fichiers/upload/listedattenteCPAfranaisCrmefFESMARRAKECHjuil2017.pdf|,-,Nom : fadel douhidTéléphone : 0662728845Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5155.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5156.pdf
concour_e0c0id8107,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Traduction,20,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5860.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5919.pdf|,http://emploi-public-files.ma/fichiers/upload/CPAconcoursdaccesListedesadmisTraductionmarrakech201720171.pdf|http://emploi-public-files.ma/fichiers/upload/CPAconcoursdaccesListedattenteTraductionmarrakech2017201710.pdf|,-,Nom : فاضل دوحدTéléphone : 0662728845Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5154.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5153.pdf
concour_e0c0id8106,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",Prof. agrégé de l'enseignement secondaire qualifié 1er grade - spécialité Mathématiques,60,2017-06-20,2017-07-04,2017-04-04,http://emploi-public-files.ma/fichiers/upload/201740.pdf|,http://emploi-public-files.ma/fichiers/upload/CPAMathCRMEFRabatMarrakechFes.pdf|,http://emploi-public-files.ma/fichiers/upload/listedesadmisCPAMathsjuillet2017CRMEFRSKFESMARRAKECHjuil2017.pdf|http://emploi-public-files.ma/fichiers/upload/listedattenteCPAMathsCrmefRSKFESMARRAKECHjuil2017.pdf|,-,Nom : فاضل دوحدTéléphone : 0661903866Email : douhidfadel@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5152.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5151.pdf
concour_e0c0id8088,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,3,2017-04-17,2017-04-26,2017-03-31,-,-,http://emploi-public-files.ma/fichiers/upload/RF_EHTP_26042017_LISTE_A.pdf|http://emploi-public-files.ma/fichiers/upload/RF_EHTP_26042017_LISTE_D.pdf|,-,Nom : EHTPTéléphone : 0520420513/15Email : directionhassania@ehtp.ac.ma // sg@ehtp.ac.ma,http://emploi-public-files.ma/fichiers/upload/AVIS_EHTP_2017.PDF|http://emploi-public-files.ma/fichiers/upload/ARRETE_EHTP_2017.PDF
concour_e0c0id8087,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,2,2017-04-17,2017-04-26,2017-03-31,-,-,http://emploi-public-files.ma/fichiers/upload/ISEM_26042017_LISTE_A.pdf|http://emploi-public-files.ma/fichiers/upload/ISEM_26042017_LISTE_D.pdf|,-,Nom : ISEMTéléphone : 05522230740Email : drh@mtpnet.gov.ma,http://emploi-public-files.ma/fichiers/upload/AVIS_ISEM_2017.PDF|http://emploi-public-files.ma/fichiers/upload/ARRETE_ISEM_2017.PDF
concour_e0c0id8057,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 2ème grade ~ Echelle 11,1,2017-04-15,2017-04-30,2017-03-28,http://emploi-public-files.ma/fichiers/upload/listesfinaledroitprivenssup.pdf|,http://emploi-public-files.ma/fichiers/upload/droitprive.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5612.pdf|,-,Email : hamid_ghanmate@yahoo.de,http://emploi-public-files.ma/fichiers/upload/ghi1.pdf
concour_e0c0id8048,Ministère de l’intérieur,stagiaire de l'Institut Royal de l'Administration Territoriale,130,2017-04-13,2017-05-13,2017-03-27,-,-,-,-,Téléphone : 0537214663Email : ConcoursIRAT2017@interieur.gov.ma,http://emploi-public-files.ma/fichiers/upload/AvisconcoursIRAT2017.pdf
concour_e0c0id7979,Délégation Interministérielle aux Droits de l'Homme,Administrateur 3ème grade ~ Echelle 10,3,2017-03-28,2017-04-16,2017-03-14,http://emploi-public-files.ma/fichiers/upload/listeDEfDF.pdf|,http://emploi-public-files.ma/fichiers/upload/listeadmisorale1.pdf|,http://emploi-public-files.ma/fichiers/upload/resultatfinal32.pdf|,-,Nom : يونس اطريمسTéléphone : 0537270458Email : trimasse@didh.gov.ma,http://emploi-public-files.ma/fichiers/upload/arretderecrutement.pdf|http://emploi-public-files.ma/fichiers/upload/AVISDERECRUTEMENT21.pdf
concour_e0c0id7918,Délégation Interministérielle aux Droits de l'Homme,Technicien de 3ème grade ~ Echelle 9,1,2017-03-27,2017-04-16,2017-03-07,http://emploi-public-files.ma/fichiers/upload/ConcoursTS_SEC.pdf|,http://emploi-public-files.ma/fichiers/upload/admisepreuveorale.pdf|,http://emploi-public-files.ma/fichiers/upload/resultatfinal31.pdf|,-,Nom : يونس اطريمسTéléphone : 0537270458Email : trimasse@didh.gov.ma,http://emploi-public-files.ma/fichiers/upload/arretdappelacandidature.pdf|http://emploi-public-files.ma/fichiers/upload/annonceconcours6.pdf
concour_e0c0id7870,Ministère des habous et des affaires islamiques,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,3,2017-03-13,2017-04-14,2017-02-27,http://emploi-public-files.ma/fichiers/upload/scan00035.pdf|,http://emploi-public-files.ma/fichiers/upload/scan00037.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5293.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5294.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5848.pdf|,Nom : بشرى الخطابيTéléphone : 0537571523/24Email : edhh.maroc@gmail.com,http://emploi-public-files.ma/fichiers/upload/Annonceconcours5.pdf|http://emploi-public-files.ma/fichiers/upload/Decisionannonceconcours.pdf
concour_e0c0id7864,Ministère des habous et des affaires islamiques,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,2,2017-03-17,2017-04-12,2017-02-24,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5208.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5238.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5295.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier5296.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier5849.pdf|,Nom : زين العابدين فنينTéléphone : 0537206003Email : fanni.zine@gmail.com,http://emploi-public-files.ma/fichiers/upload/000170.pdf|http://emploi-public-files.ma/fichiers/upload/000169.pdf
