 Id,            Etablissement organisateur,            Grade,            Nombre postes,            Dèlai dépot,            Date concours,            Date publication,            Candidats convoqués pour l'examen écrit,            Candidats convoqués pour l'entretien oral,            Résultats,            Désistements,            Pour plus d'informations,            Fichiers attachés
concour_e1c0id9353,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Faunistique au profit du Centre d’études en sciences et techniques -Ait Melloul-,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe2.pdf
concour_e1c0id9352,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Chimie au profit du Centre d’études en sciences et techniques -Ait Melloul-,2,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe2.pdf
concour_e1c0id9351,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Chimie minérale au profit du Centre d’études en sciences et techniques -Ait Melloul-,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe2.pdf
concour_e1c0id9350,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Chimie Physique au profit du Centre d’études en sciences et techniques -Ait Melloul-,2,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe2.pdf
concour_e1c0id9349,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Génie électrique au profit du Centre d’études en sciences et techniques -Ait Melloul-,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9348,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Physique au profit du Centre d’études en sciences et techniques -Ait Melloul-,2,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9347,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Réseaux Informatiques au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9346,Bank Al-Maghrib,Chargé de transit,1,2017-10-17,1000-10-10,2017-10-03,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMChargdetransit2.pdf
concour_e1c0id9345,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Intelligence artificielle et Big data au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9344,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Mathématiques Appliquées au profit de la Faculté Des Sciences d’Agadir,4,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9343,Agence urbaine de Skhirat-Temara,"gement de la Qualité,Cadre Administratif,Technicien en Topographie,Technicien en Informatique.Cadre supérieur en Audit et Man",4,2017-10-18,1000-10-10,2017-10-03,-,-,-,-,Nom : رشيد غلابTéléphone : 0661519909Email : rhrachid@gmail.com,http://emploi-public-files.ma/fichiers/upload/Concoursderecrutementautitre2017.pdf
concour_e1c0id9342,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Biologie végétale et Écologie végétale au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9341,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Géologie au profit de la Faculté Des Sciences d’Agadir,3,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9340,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Génétique et Biostatistiques au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9339,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Biochimie et Biologie moléculaire au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9338,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Chimie minérale au profit de la Faculté Des Sciences d’Agadir,2,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9337,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Chimie organique au profit de la Faculté Des Sciences d’Agadir,2,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9336,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Chimie physique au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9335,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Physique atomique et subatomique au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9334,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Optique - Optoélectronique au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe1.pdf
concour_e1c0id9333,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Mécanique au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe.pdf
concour_e1c0id9332,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Modélisation orientée objet UML au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe.pdf
concour_e1c0id9331,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Biologie animale et écologie animale au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe.pdf
concour_e1c0id9330,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Energétique au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe.pdf
concour_e1c0id9329,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Electronique au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe.pdf
concour_e1c0id9328,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Mécanique analytique au profit de la Faculté Des Sciences d’Agadir,1,2018-01-02,2018-01-17,2017-10-03,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementarabe.pdf
concour_e1c0id9327,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Microbiologie au profit du Centre d’études en sciences et techniques d’Ait Melloul   ,1,2017-10-25,2017-11-10,2017-10-02,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annocearabe.pdf
concour_e1c0id9326,Université Ibn Zohr - Agadir,Professeur Assistant Grade A spécialité Génétique au profit du Centre d’études en sciences et techniques d’Ait Melloul   ,1,2017-10-25,2017-11-10,2017-10-02,-,-,-,-,Nom : فؤاد حنينTéléphone : 0528227125Email : admin-uiz@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/annocearabe.pdf
concour_e1c0id9325,Office régional de mise en valeur agricole de Ouarzazate,Adjoint administratif 3ème grade ~ Echelle 6,1,2017-10-17,2017-11-05,2017-10-02,-,-,-,-,Nom : هشام حنشيTéléphone : 0524882614Email : recrutementormvaoz@gmail.com,http://emploi-public-files.ma/fichiers/upload/Dcisionderecrutement20179.pdf
concour_e1c0id9324,Laboratoire Officiel d'Analyses et de Recherches Chimiques,Administrateur 2ème grade ~ Echelle 11,1,2017-10-26,2017-11-14,2017-10-02,-,-,-,-,Nom : Sodki RajaaTéléphone : 0522302007Email : loarcsodki@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/Recr_Admini_2Grade.pdf
concour_e1c0id9323,Office régional de mise en valeur agricole de Ouarzazate,Administrateur 2ème grade ~ Echelle 11,2,2017-10-17,2017-11-05,2017-10-02,-,-,-,-,Nom : هشام حنشيTéléphone : 0524882614Email : recrutementormvaoz@gmail.com,http://emploi-public-files.ma/fichiers/upload/Dcisionderecrutement20178.pdf
concour_e1c0id9322,Office régional de mise en valeur agricole de Ouarzazate,Technicien de 3ème grade ~ Echelle 9,8,2017-10-17,2017-11-05,2017-10-02,-,-,-,-,Nom : هشام حنشيTéléphone : 0524882614Email : recrutementormvaoz@gmail.com,http://emploi-public-files.ma/fichiers/upload/Dcisionderecrutement20178.pdf
concour_e1c0id9321,Office régional de mise en valeur agricole de Ouarzazate,Ingénieur d'Etat 1er grade ~ Echelle 11,4,2017-10-17,2017-11-05,2017-10-02,-,-,-,-,Nom : هشام حنشيTéléphone : 0524882614Email : recrutementormvaoz@gmail.com,http://emploi-public-files.ma/fichiers/upload/Dcisionderecrutement20178.pdf
concour_e1c0id9320,Dyar Al Madina,Chargé des Affaires Estudiantines (par contrat),1,2017-10-18,1000-10-10,2017-10-02,-,-,-,-,Téléphone : 0522265361Email : recrutement@dyaralmadina.ma,http://emploi-public-files.ma/fichiers/upload/AvisChargdesaffairesestudiantines1.pdf
concour_e1c0id9319,Agence Marocaine pour l'Efficacité Energétique (AMEE),Administrateur 2ème grade ~ Echelle 11,1,2017-10-20,1000-10-10,2017-10-02,-,-,-,-,Nom : Omar KhabjaneTéléphone : 0661506856Email : o.khabjane@amee.ma,http://emploi-public-files.ma/fichiers/upload/Dcision_AMEE_Admi_2em_Grade.pdf
concour_e1c0id9318,Bank Al-Maghrib,Conducteur machines,7,2017-10-16,1000-10-10,2017-10-02,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMConducteurmachines5.pdf
concour_e1c0id9317,Agence Marocaine pour l'Efficacité Energétique (AMEE),Ingénieur d'Etat 1er grade ~ Echelle 11,1,2017-10-20,1000-10-10,2017-10-02,-,-,-,-,Nom : Omar KhabjaneTéléphone : 0661506856Email : o.khabjane@amee.ma,http://emploi-public-files.ma/fichiers/upload/Dcision_AMEE_Ing_Systmes_Ener.pdf
concour_e1c0id9316,Agence Marocaine pour l'Efficacité Energétique (AMEE),Ingénieur d'Etat 1er grade ~ Echelle 11,1,2017-10-20,1000-10-10,2017-10-02,-,-,-,-,Nom : OMAR KHABJANETéléphone : 0661506856Email : o.kahbjane@amee.ma,http://emploi-public-files.ma/fichiers/upload/Dcision_AMEE_Ing_SI.pdf
concour_e1c0id9315,Agence Urbaine d'Al Hoceima,Ingénieur d’Etat en géoinformation - Technicien spécialisé en secrétariat de direction - deux Chauffeurs,4,2017-10-18,2017-11-09,2017-10-02,-,-,-,-,Nom : قسم الشؤون الإدارية والماليةTéléphone : 0539841315Email : auah_05@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/Annexesduconcoursderecrutement02102017.pdf|http://emploi-public-files.ma/fichiers/upload/Dcisionduconcoursderecrutement02102017.pdf
concour_e1c0id9314,Caisse centrale de garantie,Juriste chargé du suivi des indemnisations,1,2017-10-23,1000-10-10,2017-10-02,-,-,-,-,Nom : ايت بهو زهورTéléphone : 0538000768Email : a.aitbouhou@ccg.ma,http://emploi-public-files.ma/fichiers/upload/Avis_recrutement_juristechargedusuividesindemnisationsoctobre_2017.pdf
concour_e1c0id9313,Caisse centrale de garantie,Juriste confirmé,1,2017-10-23,1000-10-10,2017-10-02,-,-,-,-,Nom : ايت بهو زهورTéléphone : 0538000768Email : a.aitbouhou@ccg.ma,http://emploi-public-files.ma/fichiers/upload/Avis_recrutement_juristeconfirmeoctobre_2017.pdf
concour_e1c0id9312,Société des Silos Portuaires (SOSIPO),Ingénieur d'état,1,2017-10-19,2017-11-02,2017-10-02,-,-,-,-,Nom : OUSMANE KhalidTéléphone : 0522972672Email : ousmane@sosipo.ma,http://emploi-public-files.ma/fichiers/upload/AvisIngnieurdEtatSOSIPOrf052017.pdf
concour_e1c0id9310,Agence MCA Maroc 2,Responsable du Genre et de l’Inclusion Sociale pour le Foncier Rural (H/F) (Prolongation) (par contrat),1,2017-10-20,1000-10-10,2017-09-29,-,-,-,-,Nom : MCA -MROCCOTéléphone : 0666015752Email : candidat.mca@gmail.com,http://emploi-public-files.ma/fichiers/upload/Avis2ResponsableGenreetISFR.pdf|http://emploi-public-files.ma/fichiers/upload/EGSIOfficerRuralLand.pdf|http://emploi-public-files.ma/fichiers/upload/FormulairedeCandidature70.docx
concour_e1c0id9306,AGENCE NATIONALE DE PROMOTION DE L'EMPLOI ET DES COMPETENCES,cadre à la division placement à l'international,1,2017-10-16,2017-11-04,2017-09-29,-,-,-,-,Nom : صالح لمياءTéléphone : 0522789552Email : l.salih@anapec.org,http://emploi-public-files.ma/fichiers/upload/AnnoncecadreDPI11.pdf
concour_e1c0id9305,AGENCE NATIONALE DE PROMOTION DE L'EMPLOI ET DES COMPETENCES,CADRE AUDITEUR INTERNE,1,2017-11-04,2017-10-16,2017-09-29,-,-,-,-,Nom : صالح لمياءTéléphone : 0522789552Email : l.salih@anapec.org,http://emploi-public-files.ma/fichiers/upload/Annoncauditeurinterne11.pdf
concour_e1c0id9296,Agence urbaine de LARACHE,"ingénieur d'etat en sciences de l'information, technicien en architecture et en urbanisme pour l'anténne d'ouezzane, technicien en informatique et un chauffeur",4,2017-10-13,2017-10-20,2017-09-28,-,-,-,-,Nom : الحسني للا حنانTéléphone : 0539521700Email : aularache@gmail.com,http://emploi-public-files.ma/fichiers/upload/concour4postes2017.pdf
concour_e1c0id9294,Caisse de Dépôt et de Gestion,Chargé de Suivi des Prestations Info Gérées ,1,2017-10-12,1000-10-10,2017-09-28,-,-,-,-,Téléphone : 0537669000Email : drh@cdg.ma,http://emploi-public-files.ma/fichiers/upload/ACEChargdeSuividesPrestationsInfoGres.pdf
concour_e1c0id9293,Agence du Bassin Hydraulique du Guir-Ziz-Rhéris Errachidia,Technicien de 3ème grade ~ Echelle 9,5,2017-10-16,2017-11-05,2017-09-27,-,-,-,-,Nom : محمد عمرانيTéléphone : 0535571964Email : abhgzr@menara.ma,http://emploi-public-files.ma/fichiers/upload/201754.pdf|http://emploi-public-files.ma/fichiers/upload/3311.pdf
concour_e1c0id9292,Agence du Bassin Hydraulique du Guir-Ziz-Rhéris Errachidia,Ingénieur d'Etat 1er grade ~ Echelle 11,2,2017-10-16,2017-11-05,2017-09-27,-,-,-,-,Nom : محمد عمرانيTéléphone : 0535571964Email : abhgzr@menara.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier6211.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier6212.pdf
concour_e1c0id9291,Agence du Bassin Hydraulique du Guir-Ziz-Rhéris Errachidia,Administrateur 2ème grade ~ Echelle 11,1,2017-10-16,2017-11-05,2017-09-27,-,-,-,-,Nom : محمد عمرانيTéléphone : 0535571964Email : abhgzr@menara.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier6209.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier6210.pdf
concour_e1c0id9290,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN OLEICULTURE,2,2017-10-13,1000-10-10,2017-09-27,-,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/formateurOlicultureOlotechnie.pdf|http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE209.pdf
concour_e1c0id9289,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN AGROALIMENTAIRE : MAINTENANCE INDUSTRIELLE,2,2017-10-13,1000-10-10,2017-09-27,-,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/formateurMaintenanceIndustrielleAGRO.PDF
concour_e1c0id9288,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN AGROALIMENTAIRE : OPTION PRODUCTION,8,2017-10-13,1000-10-10,2017-09-27,-,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/formateurAGROProduction1.pdf|http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE208.pdf
concour_e1c0id9287,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN AGROALIMENTAIRE : OPTION QUALITE,6,2017-10-13,1000-10-10,2017-09-27,-,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/formateurAGROQualit.pdf|http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE207.pdf
